Protein1,Protein2,Confidence,Comment
PA3645,PA3644,1,In_reference_set
PA0009,PA4277,1,In_reference_set
PA1815,PA4246,1,In_reference_set
PA4936,PA4932,1,In_reference_set
PA1948,PA1946,1,In_reference_set
PA3017,PA4271,1,In_reference_set
PA4256,PA4262,1,In_reference_set
PA4246,PA4273,1,In_reference_set
PA4258,PA4269,1,In_reference_set
PA1081,PA1082,1,In_reference_set
PA4275,PA4274,1,In_reference_set
PA0546,PA4761,1,In_reference_set
PA4760,PA2620,1,In_reference_set
PA5500,PA5016,1,In_reference_set
PA4275,PA3308,1,In_reference_set
PA4456,PA4385,1,In_reference_set
PA2966,PA4403,1,In_reference_set
PA1610,PA4761,1,In_reference_set
PA3165,PA5140,1,In_reference_set
PA4850,PA4274,1,In_reference_set
PA1585,PA1589,1,In_reference_set
PA4241,PA4253,1,In_reference_set
PA2619,PA3656,1,In_reference_set
PA5568,PA5567,1,In_reference_set
PA4807,PA4257,1,In_reference_set
PA5493,PA0546,1,In_reference_set
PA0592,PA0593,1,In_reference_set
PA3743,PA3744,1,In_reference_set
PA3112,PA4270,1,In_reference_set
PA2640,PA2638,1,In_reference_set
PA2740,PA2743,1,In_reference_set
PA4407,PA3243,1,In_reference_set
PA2622,PA4263,1,In_reference_set
PA3981,PA3656,1,In_reference_set
PA1125,PA4263,1,In_reference_set
PA3028,PA3030,1,In_reference_set
PA0773,PA0771,1,In_reference_set
PA4819,PA4935,1,In_reference_set
PA0579,PA0576,1,In_reference_set
PA0552,PA4732,1,In_reference_set
PA5361,PA0464,1,In_reference_set
PA5054,PA3007,1,In_reference_set
PA4473,PA4267,1,In_reference_set
PA0579,PA4934,1,In_reference_set
PA0576,PA4246,1,In_reference_set
PA4951,PA4945,1,In_reference_set
PA4741,PA4745,1,In_reference_set
PA4454,PA4428,1,In_reference_set
PA5556,PA5560,1,In_reference_set
PA4665,PA3987,1,In_reference_set
PA3725,PA5016,1,In_reference_set
PA2975,PA3742,1,In_reference_set
PA1618,PA5015,1,In_reference_set
PA1084,PA1449,1,In_reference_set
PA1529,PA3656,1,In_reference_set
PA1610,PA3656,1,In_reference_set
PA3086,PA3584,1,In_reference_set
PA2965,PA2964,1,In_reference_set
PA4259,PA4273,1,In_reference_set
PA4246,PA4250,1,In_reference_set
PA0425,PA4974,1,In_reference_set
PA4237,PA4243,1,In_reference_set
PA3742,PA3743,1,In_reference_set
PA1455,PA4238,1,In_reference_set
PA4254,PA4261,1,In_reference_set
PA4247,PA4273,1,In_reference_set
PA4044,PA4277,1,In_reference_set
PA0654,PA1687,1,In_reference_set
PA4237,PA4271,1,In_reference_set
PA0588,PA0587,1,In_reference_set
PA1805,PA3801,1,In_reference_set
PA0336,PA4251,1,In_reference_set
PA3806,PA5019,1,In_reference_set
PA1094,PA1095,1,In_reference_set
PA4997,PA2981,1,In_reference_set
PA3656,PA4271,1,In_reference_set
PA2970,PA2969,1,In_reference_set
PA0004,PA0002,1,In_reference_set
PA2975,PA4257,1,In_reference_set
PA3165,PA3152,1,In_reference_set
PA3646,PA4252,1,In_reference_set
PA4807,PA4244,1,In_reference_set
PA1815,PA0966,1,In_reference_set
PA3742,PA4258,1,In_reference_set
PA1094,PA1443,1,In_reference_set
PA4275,PA4264,1,In_reference_set
PA0607,PA3656,1,In_reference_set
PA2738,PA2743,1,In_reference_set
PA3812,PA3814,1,In_reference_set
PA1618,PA4253,1,In_reference_set
PA1802,PA4427,1,In_reference_set
PA0363,PA3337,1,In_reference_set
PA4481,PA4251,1,In_reference_set
PA1452,PA1449,1,In_reference_set
PA0382,PA5209,1,In_reference_set
PA4964,PA3656,1,In_reference_set
PA5303,PA4252,1,In_reference_set
PA0653,PA4258,1,In_reference_set
PA1816,PA3656,1,In_reference_set
PA1818,PA4260,1,In_reference_set
PA3337,PA4263,1,In_reference_set
PA3445,PA3446,1,In_reference_set
PA3913,PA5015,1,In_reference_set
PA4246,PA4257,1,In_reference_set
PA5570,PA5568,1,In_reference_set
PA1580,PA3635,1,In_reference_set
PA5569,PA4239,1,In_reference_set
PA5553,PA5557,1,In_reference_set
PA5011,PA4988,1,In_reference_set
PA2639,PA2638,1,In_reference_set
PA2155,PA5394,1,In_reference_set
PA5338,PA4244,1,In_reference_set
PA3645,PA4260,1,In_reference_set
PA1082,PA1084,1,In_reference_set
PA2052,PA2500,1,In_reference_set
PA4944,PA4273,1,In_reference_set
PA3874,PA3083,1,In_reference_set
PA3806,PA4563,1,In_reference_set
PA2585,PA4246,1,In_reference_set
PA4666,PA4665,1,In_reference_set
PA4261,PA4257,1,In_reference_set
PA3048,PA4273,1,In_reference_set
PA0175,PA4953,1,In_reference_set
PA1815,PA1587,1,In_reference_set
PA4473,PA4253,1,In_reference_set
PA3824,PA3823,1,In_reference_set
PA4748,PA4761,1,In_reference_set
PA3050,PA3019,1,In_reference_set
PA3685,PA0580,1,In_reference_set
PA3646,PA4273,1,In_reference_set
PA0173,PA4954,1,In_reference_set
PA2608,PA5016,1,In_reference_set
PA4473,PA4260,1,In_reference_set
PA4274,PA4272,1,In_reference_set
PA5240,PA5239,1,In_reference_set
PA5054,PA0546,1,In_reference_set
PA5281,PA4385,1,In_reference_set
PA1799,PA3204,1,In_reference_set
PA4284,PA5015,1,In_reference_set
PA4408,PA4274,1,In_reference_set
PA1410,PA0303,1,In_reference_set
PA2585,PA0001,1,In_reference_set
PA4988,PA1800,1,In_reference_set
PA1815,PA5016,1,In_reference_set
PA1614,PA5128,1,In_reference_set
PA0546,PA3007,1,In_reference_set
PA3961,PA3297,1,In_reference_set
PA3806,PA2639,1,In_reference_set
PA4245,PA4250,1,In_reference_set
PA0177,PA0178,1,In_reference_set
PA5361,PA4983,1,In_reference_set
PA5159,PA4974,1,In_reference_set
PA2084,PA1794,1,In_reference_set
PA3879,PA3875,1,In_reference_set
PA5213,PA5214,1,In_reference_set
PA0967,PA0965,1,In_reference_set
PA1105,PA1446,1,In_reference_set
PA3806,PA4248,1,In_reference_set
PA4668,PA3337,1,In_reference_set
PA4271,PA4269,1,In_reference_set
PA4243,PA4253,1,In_reference_set
PA4418,PA4408,1,In_reference_set
PA2084,PA3758,1,In_reference_set
PA2812,PA4563,1,In_reference_set
PA3918,PA4258,1,In_reference_set
PA4944,PA4238,1,In_reference_set
PA2622,PA2840,1,In_reference_set
PA4261,PA4274,1,In_reference_set
PA4248,PA4264,1,In_reference_set
PA4056,PA4848,1,In_reference_set
PA4115,PA1563,1,In_reference_set
PA4945,PA4941,1,In_reference_set
PA4385,PA4061,1,In_reference_set
PA0376,PA5255,1,In_reference_set
PA1104,PA1446,1,In_reference_set
PA3806,PA5209,1,In_reference_set
PA4246,PA3656,1,In_reference_set
PA2053,PA2052,1,In_reference_set
PA2071,PA4268,1,In_reference_set
PA4760,PA0148,1,In_reference_set
PA0003,PA0002,1,In_reference_set
PA3806,PA4937,1,In_reference_set
PA4427,PA4262,1,In_reference_set
PA0173,PA0177,1,In_reference_set
PA3654,PA3007,1,In_reference_set
PA4238,PA4481,1,In_reference_set
PA3129,PA5015,1,In_reference_set
PA3900,PA3899,1,In_reference_set
PA4270,PA4462,1,In_reference_set
PA4445,PA4760,1,In_reference_set
PA4433,PA4243,1,In_reference_set
PA3584,PA3582,1,In_reference_set
PA4740,PA4741,1,In_reference_set
PA4937,PA5209,1,In_reference_set
PA4807,PA4932,1,In_reference_set
PA2975,PA4246,1,In_reference_set
PA0004,PA5569,1,In_reference_set
PA0733,PA3656,1,In_reference_set
PA3646,PA4257,1,In_reference_set
PA4937,PA4238,1,In_reference_set
PA3648,PA3644,1,In_reference_set
PA4275,PA3656,1,In_reference_set
PA3746,PA3656,1,In_reference_set
PA1005,PA5316,1,In_reference_set
PA4768,PA0374,1,In_reference_set
PA4819,PA4563,1,In_reference_set
PA3161,PA4263,1,In_reference_set
PA1317,PA0425,1,In_reference_set
PA1078,PA1081,1,In_reference_set
PA4238,PA0963,1,In_reference_set
PA4256,PA4264,1,In_reference_set
PA2483,PA4385,1,In_reference_set
PA0962,PA3162,1,In_reference_set
PA4161,PA2914,1,In_reference_set
PA3046,PA4261,1,In_reference_set
PA4260,PA4263,1,In_reference_set
PA5505,PA2351,1,In_reference_set
PA3645,PA4273,1,In_reference_set
PA4937,PA4241,1,In_reference_set
PA4670,PA4258,1,In_reference_set
PA5567,PA5015,1,In_reference_set
PA3814,PA4761,1,In_reference_set
PA3083,PA3050,1,In_reference_set
PA4270,PA4855,1,In_reference_set
PA4740,PA4563,1,In_reference_set
PA5331,PA5334,1,In_reference_set
PA4275,PA5239,1,In_reference_set
PA2629,PA2626,1,In_reference_set
PA4248,PA4274,1,In_reference_set
PA1815,PA3011,1,In_reference_set
PA5345,PA4931,1,In_reference_set
PA4241,PA4262,1,In_reference_set
PA4768,PA4246,1,In_reference_set
PA0382,PA4251,1,In_reference_set
PA2740,PA5051,1,In_reference_set
PA4753,PA4385,1,In_reference_set
PA4044,PA5239,1,In_reference_set
PA3806,PA4251,1,In_reference_set
PA3438,PA4602,1,In_reference_set
PA4261,PA4263,1,In_reference_set
PA1009,PA1184,1,In_reference_set
PA2585,PA3617,1,In_reference_set
PA4270,PA3162,1,In_reference_set
PA4907,PA4983,1,In_reference_set
PA0968,PA0969,1,In_reference_set
PA0354,PA4252,1,In_reference_set
PA4745,PA4258,1,In_reference_set
PA5280,PA5053,1,In_reference_set
PA3742,PA4252,1,In_reference_set
PA3657,PA3656,1,In_reference_set
PA5193,PA4246,1,In_reference_set
PA4755,PA4270,1,In_reference_set
PA0354,PA4935,1,In_reference_set
PA1637,PA1635,1,In_reference_set
PA2981,PA2979,1,In_reference_set
PA3637,PA0342,1,In_reference_set
PA3806,PA4760,1,In_reference_set
PA1807,PA4506,1,In_reference_set
PA0456,PA3162,1,In_reference_set
PA0594,PA3737,1,In_reference_set
PA4944,PA4760,1,In_reference_set
PA4248,PA4256,1,In_reference_set
PA0969,PA4974,1,In_reference_set
PA1072,PA1073,1,In_reference_set
PA0770,PA0767,1,In_reference_set
PA2744,PA4246,1,In_reference_set
PA2975,PA5019,1,In_reference_set
PA1455,PA5255,1,In_reference_set
PA3972,PA4239,1,In_reference_set
PA1457,PA0175,1,In_reference_set
PA1452,PA1446,1,In_reference_set
PA4760,PA4269,1,In_reference_set
PA3742,PA4247,1,In_reference_set
PA2743,PA3745,1,In_reference_set
PA2840,PA4566,1,In_reference_set
PA2744,PA3656,1,In_reference_set
PA1832,PA3011,1,In_reference_set
PA1502,PA3194,1,In_reference_set
PA4753,PA4935,1,In_reference_set
PA4085,PA0994,1,In_reference_set
PA3879,PA3876,1,In_reference_set
PA5221,PA5223,1,In_reference_set
PA5257,PA3377,1,In_reference_set
PA4275,PA4262,1,In_reference_set
PA4031,PA0363,1,In_reference_set
PA4967,PA4964,1,In_reference_set
PA1104,PA5015,1,In_reference_set
PA0354,PA5316,1,In_reference_set
PA4173,PA0835,1,In_reference_set
PA1125,PA4239,1,In_reference_set
PA1928,PA3337,1,In_reference_set
PA3686,PA4241,1,In_reference_set
PA2614,PA4271,1,In_reference_set
PA4481,PA4269,1,In_reference_set
PA2622,PA4267,1,In_reference_set
PA4920,PA2620,1,In_reference_set
PA2975,PA3162,1,In_reference_set
PA2975,PA4251,1,In_reference_set
PA3495,PA5015,1,In_reference_set
PA5550,PA4433,1,In_reference_set
PA4944,PA3646,1,In_reference_set
PA0008,PA0009,1,In_reference_set
PA4385,PA4542,1,In_reference_set
PA1086,PA1449,1,In_reference_set
PA2743,PA4240,1,In_reference_set
PA4363,PA0552,1,In_reference_set
PA3832,PA3344,1,In_reference_set
PA4937,PA4250,1,In_reference_set
PA4269,PA5255,1,In_reference_set
PA4275,PA4250,1,In_reference_set
PA1686,PA2118,1,In_reference_set
PA3875,PA3030,1,In_reference_set
PA1809,PA4504,1,In_reference_set
PA4044,PA2620,1,In_reference_set
PA1455,PA1443,1,In_reference_set
PA1618,PA5316,1,In_reference_set
PA3725,PA1587,1,In_reference_set
PA3823,PA4273,1,In_reference_set
PA0552,PA4748,1,In_reference_set
PA1832,PA4257,1,In_reference_set
PA3930,PA3929,1,In_reference_set
PA5338,PA4257,1,In_reference_set
PA3658,PA3656,1,In_reference_set
PA4407,PA4002,1,In_reference_set
PA1271,PA4662,1,In_reference_set
PA4239,PA4254,1,In_reference_set
PA3875,PA4760,1,In_reference_set
PA1452,PA1102,1,In_reference_set
PA4668,PA5015,1,In_reference_set
PA5240,PA0002,1,In_reference_set
PA5516,PA4138,1,In_reference_set
PA3171,PA5223,1,In_reference_set
PA4756,PA3525,1,In_reference_set
PA0303,PA3609,1,In_reference_set
PA4676,PA4277,1,In_reference_set
PA4270,PA4264,1,In_reference_set
PA0003,PA4931,1,In_reference_set
PA4363,PA4277,1,In_reference_set
PA1456,PA1102,1,In_reference_set
PA0336,PA4241,1,In_reference_set
PA4256,PA4258,1,In_reference_set
PA5569,PA4249,1,In_reference_set
PA3116,PA4269,1,In_reference_set
PA4031,PA4257,1,In_reference_set
PA1529,PA5443,1,In_reference_set
PA4243,PA4275,1,In_reference_set
PA3161,PA4260,1,In_reference_set
PA4937,PA4932,1,In_reference_set
PA3832,PA3011,1,In_reference_set
PA4761,PA4762,1,In_reference_set
PA0004,PA2840,1,In_reference_set
PA2620,PA4247,1,In_reference_set
PA3645,PA4932,1,In_reference_set
PA0001,PA5296,1,In_reference_set
PA5360,PA5200,1,In_reference_set
PA3011,PA4267,1,In_reference_set
PA3972,PA4267,1,In_reference_set
PA0336,PA4244,1,In_reference_set
PA4672,PA3656,1,In_reference_set
PA3109,PA3111,1,In_reference_set
PA4385,PA3337,1,In_reference_set
PA3187,PA3189,1,In_reference_set
PA0336,PA4273,1,In_reference_set
PA4257,PA4271,1,In_reference_set
PA4481,PA0148,1,In_reference_set
PA3746,PA4239,1,In_reference_set
PA1082,PA1443,1,In_reference_set
PA2840,PA5016,1,In_reference_set
PA4238,PA4267,1,In_reference_set
PA0022,PA4261,1,In_reference_set
PA3636,PA3168,1,In_reference_set
PA1079,PA1082,1,In_reference_set
PA5555,PA5556,1,In_reference_set
PA4246,PA0004,1,In_reference_set
PA3981,PA4246,1,In_reference_set
PA4275,PA4257,1,In_reference_set
PA2809,PA0464,1,In_reference_set
PA0374,PA4385,1,In_reference_set
PA3806,PA1587,1,In_reference_set
PA0177,PA4954,1,In_reference_set
PA3111,PA3112,1,In_reference_set
PA2840,PA4258,1,In_reference_set
PA3981,PA4241,1,In_reference_set
PA5209,PA5316,1,In_reference_set
PA1815,PA1816,1,In_reference_set
PA1102,PA1443,1,In_reference_set
PA2975,PA1587,1,In_reference_set
PA0173,PA0175,1,In_reference_set
PA4561,PA4745,1,In_reference_set
PA1948,PA1949,1,In_reference_set
PA3266,PA4264,1,In_reference_set
PA2812,PA4246,1,In_reference_set
PA4031,PA3656,1,In_reference_set
PA0336,PA4563,1,In_reference_set
PA2743,PA2620,1,In_reference_set
PA0002,PA5568,1,In_reference_set
PA3266,PA0456,1,In_reference_set
PA3806,PA3700,1,In_reference_set
PA1480,PA1477,1,In_reference_set
PA4720,PA1271,1,In_reference_set
PA3493,PA3494,1,In_reference_set
PA3823,PA4433,1,In_reference_set
PA3034,PA4761,1,In_reference_set
PA0579,PA4240,1,In_reference_set
PA1457,PA4953,1,In_reference_set
PA3823,PA4568,1,In_reference_set
PA4231,PA0649,1,In_reference_set
PA2840,PA4934,1,In_reference_set
PA2740,PA2744,1,In_reference_set
PA4269,PA4270,1,In_reference_set
PA4403,PA3244,1,In_reference_set
PA3126,PA4481,1,In_reference_set
PA4807,PA4260,1,In_reference_set
PA4819,PA3337,1,In_reference_set
PA5357,PA5358,1,In_reference_set
PA3011,PA5016,1,In_reference_set
PA3017,PA4760,1,In_reference_set
PA4238,PA4260,1,In_reference_set
PA0965,PA0963,1,In_reference_set
PA5493,PA4269,1,In_reference_set
PA0456,PA4246,1,In_reference_set
PA3823,PA3048,1,In_reference_set
PA3806,PA4542,1,In_reference_set
PA4762,PA0376,1,In_reference_set
PA4949,PA4421,1,In_reference_set
PA2970,PA4432,1,In_reference_set
PA4047,PA4055,1,In_reference_set
PA2743,PA4935,1,In_reference_set
PA1320,PA5015,1,In_reference_set
PA4944,PA3297,1,In_reference_set
PA0967,PA4760,1,In_reference_set
PA0382,PA4239,1,In_reference_set
PA2634,PA0887,1,In_reference_set
PA0004,PA5568,1,In_reference_set
PA3161,PA4433,1,In_reference_set
PA4056,PA4568,1,In_reference_set
PA3640,PA5015,1,In_reference_set
PA3635,PA4748,1,In_reference_set
PA4472,PA4474,1,In_reference_set
PA2622,PA3646,1,In_reference_set
PA4937,PA4741,1,In_reference_set
PA1455,PA1448,1,In_reference_set
PA4988,PA4277,1,In_reference_set
PA4275,PA4760,1,In_reference_set
PA4262,PA5239,1,In_reference_set
PA0928,PA3204,1,In_reference_set
PA4740,PA3635,1,In_reference_set
PA1082,PA1452,1,In_reference_set
PA4363,PA4394,1,In_reference_set
PA2622,PA4257,1,In_reference_set
PA4262,PA2620,1,In_reference_set
PA3832,PA4262,1,In_reference_set
PA3495,PA4261,1,In_reference_set
PA3975,PA4385,1,In_reference_set
PA3648,PA3643,1,In_reference_set
PA0382,PA4267,1,In_reference_set
PA5164,PA5163,1,In_reference_set
PA1801,PA4263,1,In_reference_set
PA5443,PA4263,1,In_reference_set
PA5303,PA4246,1,In_reference_set
PA5556,PA5558,1,In_reference_set
PA2188,PA4761,1,In_reference_set
PA5360,PA4983,1,In_reference_set
PA3806,PA3337,1,In_reference_set
PA4056,PA4262,1,In_reference_set
PA3266,PA3742,1,In_reference_set
PA0382,PA4257,1,In_reference_set
PA4931,PA4277,1,In_reference_set
PA4314,PA0945,1,In_reference_set
PA3129,PA4246,1,In_reference_set
PA3806,PA4481,1,In_reference_set
PA4764,PA4763,1,In_reference_set
PA0382,PA4932,1,In_reference_set
PA2809,PA4777,1,In_reference_set
PA4944,PA4257,1,In_reference_set
PA4604,PA4258,1,In_reference_set
PA4473,PA5316,1,In_reference_set
PA5016,PA1586,1,In_reference_set
PA4937,PA4432,1,In_reference_set
PA4267,PA4274,1,In_reference_set
PA4760,PA4252,1,In_reference_set
PA4662,PA4274,1,In_reference_set
PA3806,PA3297,1,In_reference_set
PA3443,PA3444,1,In_reference_set
PA1083,PA1086,1,In_reference_set
PA1636,PA1633,1,In_reference_set
PA3636,PA3337,1,In_reference_set
PA3811,PA4271,1,In_reference_set
PA1804,PA2738,1,In_reference_set
PA5560,PA5564,1,In_reference_set
PA0001,PA4239,1,In_reference_set
PA3444,PA3446,1,In_reference_set
PA1094,PA1446,1,In_reference_set
PA4238,PA4243,1,In_reference_set
PA4445,PA5016,1,In_reference_set
PA2585,PA4268,1,In_reference_set
PA2975,PA2741,1,In_reference_set
PA3636,PA3656,1,In_reference_set
PA5334,PA3007,1,In_reference_set
PA5428,PA5016,1,In_reference_set
PA2965,PA4761,1,In_reference_set
PA2812,PA4251,1,In_reference_set
PA4274,PA4271,1,In_reference_set
PA4760,PA5366,1,In_reference_set
PA4385,PA1803,1,In_reference_set
PA0995,PA1587,1,In_reference_set
PA4753,PA4261,1,In_reference_set
PA2620,PA5338,1,In_reference_set
PA3640,PA3639,1,In_reference_set
PA5493,PA4271,1,In_reference_set
PA1105,PA1447,1,In_reference_set
PA3524,PA4385,1,In_reference_set
PA4663,PA3028,1,In_reference_set
PA4819,PA4252,1,In_reference_set
PA2585,PA4259,1,In_reference_set
PA1585,PA4263,1,In_reference_set
PA2840,PA3297,1,In_reference_set
PA2744,PA4385,1,In_reference_set
PA4740,PA4257,1,In_reference_set
PA1629,PA3014,1,In_reference_set
PA1078,PA1079,1,In_reference_set
PA0456,PA4253,1,In_reference_set
PA3568,PA0887,1,In_reference_set
PA2622,PA5239,1,In_reference_set
PA4944,PA5239,1,In_reference_set
PA2619,PA4241,1,In_reference_set
PA5054,PA2071,1,In_reference_set
PA3644,PA3643,1,In_reference_set
PA4763,PA4609,1,In_reference_set
PA3204,PA0464,1,In_reference_set
PA4461,PA1072,1,In_reference_set
PA3972,PA4258,1,In_reference_set
PA4564,PA0463,1,In_reference_set
PA3492,PA3493,1,In_reference_set
PA1505,PA3918,1,In_reference_set
PA2812,PA4247,1,In_reference_set
PA5195,PA4264,1,In_reference_set
PA4252,PA4262,1,In_reference_set
PA1095,PA1102,1,In_reference_set
PA5569,PA4273,1,In_reference_set
PA4254,PA4264,1,In_reference_set
PA4275,PA4270,1,In_reference_set
PA1125,PA4250,1,In_reference_set
PA3163,PA3162,1,In_reference_set
PA4256,PA4275,1,In_reference_set
PA3813,PA3814,1,In_reference_set
PA0762,PA0761,1,In_reference_set
PA5570,PA5567,1,In_reference_set
PA4246,PA4262,1,In_reference_set
PA0001,PA4262,1,In_reference_set
PA0009,PA4263,1,In_reference_set
PA4944,PA4740,1,In_reference_set
PA1804,PA4263,1,In_reference_set
PA3654,PA4258,1,In_reference_set
PA0316,PA0546,1,In_reference_set
PA0336,PA3048,1,In_reference_set
PA3636,PA4252,1,In_reference_set
PA2742,PA2744,1,In_reference_set
PA5209,PA1587,1,In_reference_set
PA4763,PA5345,1,In_reference_set
PA0899,PA0897,1,In_reference_set
PA3981,PA5016,1,In_reference_set
PA1618,PA4271,1,In_reference_set
PA0304,PA3609,1,In_reference_set
PA1094,PA1104,1,In_reference_set
PA0995,PA5015,1,In_reference_set
PA4271,PA4385,1,In_reference_set
PA3654,PA3653,1,In_reference_set
PA0004,PA0003,1,In_reference_set
PA1455,PA4270,1,In_reference_set
PA1410,PA0304,1,In_reference_set
PA4937,PA3048,1,In_reference_set
PA0336,PA4568,1,In_reference_set
PA4270,PA4403,1,In_reference_set
PA0354,PA4937,1,In_reference_set
PA5555,PA5560,1,In_reference_set
PA4967,PA4239,1,In_reference_set
PA4949,PA5016,1,In_reference_set
PA4433,PA4263,1,In_reference_set
PA2964,PA2962,1,In_reference_set
PA0336,PA4258,1,In_reference_set
PA0456,PA4262,1,In_reference_set
PA1802,PA5366,1,In_reference_set
PA1582,PA1584,1,In_reference_set
PA4944,PA1800,1,In_reference_set
PA3524,PA5015,1,In_reference_set
PA4646,PA3770,1,In_reference_set
PA5200,PA0464,1,In_reference_set
PA1801,PA4271,1,In_reference_set
PA1618,PA4239,1,In_reference_set
PA4270,PA4277,1,In_reference_set
PA3810,PA3815,1,In_reference_set
PA4262,PA4937,1,In_reference_set
PA5567,PA4263,1,In_reference_set
PA1179,PA4777,1,In_reference_set
PA5338,PA4252,1,In_reference_set
PA3746,PA4273,1,In_reference_set
PA3245,PA3243,1,In_reference_set
PA3161,PA3742,1,In_reference_set
PA3812,PA3813,1,In_reference_set
PA1080,PA1084,1,In_reference_set
PA1618,PA4256,1,In_reference_set
PA4257,PA4270,1,In_reference_set
PA2743,PA4563,1,In_reference_set
PA5128,PA1803,1,In_reference_set
PA3636,PA3742,1,In_reference_set
PA3861,PA4433,1,In_reference_set
PA2975,PA5209,1,In_reference_set
PA5257,PA3378,1,In_reference_set
PA2619,PA4934,1,In_reference_set
PA4807,PA3162,1,In_reference_set
PA4967,PA5015,1,In_reference_set
PA2975,PA4433,1,In_reference_set
PA4670,PA4246,1,In_reference_set
PA5154,PA0314,1,In_reference_set
PA3831,PA5015,1,In_reference_set
PA5426,PA3751,1,In_reference_set
PA0546,PA2749,1,In_reference_set
PA4761,PA5315,1,In_reference_set
PA3714,PA4239,1,In_reference_set
PA5345,PA3176,1,In_reference_set
PA5500,PA5015,1,In_reference_set
PA2859,PA4269,1,In_reference_set
PA2840,PA0579,1,In_reference_set
PA4246,PA4270,1,In_reference_set
PA4785,PA3337,1,In_reference_set
PA1082,PA1104,1,In_reference_set
PA1585,PA3996,1,In_reference_set
PA4258,PA4268,1,In_reference_set
PA3806,PA4258,1,In_reference_set
PA2840,PA4670,1,In_reference_set
PA3296,PA4874,1,In_reference_set
PA2622,PA4264,1,In_reference_set
