#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
chebi:"CHEBI:301352"|chembl:CHEMBL122450	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C15H11N3O3S2.Na/c19-12-8(13-18(12)10(6-22-13)14(20)21)4-7-5-17-9-2-1-3-11(9)23-15(17)16-7;/h4-6,13H,1-3H2,(H,20,21);/q;+1/p-1/b8-4-;/t13-;/m1./s1"(inchi id)|unknown:UUHONPDSVIOGSW-VLJQJHLTSA-M(inchi key)|unknown:"[Na+].[O-]C(=O)C1=CS[C@H]2N1C(=O)/C/2=C/c3cn4c5CCCc5sc4n3"(smile)|unknown:chembl122450(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Tabei et al (2004)	pubmed:15214794	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL876650	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:473856"|chembl:CHEMBL1439	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:Tazobactam sodium|unknown:CL-307579|unknown:Tazocillin|unknown:Tazobactam Sodium|unknown:"InChI=1S/C10H12N4O5S.Na/c1-10(5-13-3-2-11-12-13)8(9(16)17)14-6(15)4-7(14)20(10,18)19;/h2-3,7-8H,4-5H2,1H3,(H,16,17);/q;+1/p-1/t7-,8+,10+;/m1./s1"(inchi id)|unknown:RFMIKMMOLPNEDG-QVUDESDKSA-M(inchi key)|unknown:"[Na+].C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:tazobactam sodium(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Buynak et al (2004)	pubmed:14980686	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL804369	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:132949"|chembl:CHEMBL25766	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C9H13NO5S2/c1-9(2)5(8(12)13)10-6(11)4(3-16)7(10)17(9,14)15/h4-5,7,16H,3H2,1-2H3,(H,12,13)/t4-,5+,7-/m1/s1"(inchi id)|unknown:MQNFPHMTROMTJB-JCGDXUMPSA-N(inchi key)|unknown:"CC1(C)[C@@H](N2[C@@H]([C@H](CS)C2=O)S1(=O)=O)C(=O)O"(smile)|unknown:chembl25766(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Buynak et al (2004)	pubmed:14980686	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL804369	chembl:medium(ChEMBL given confidence)
chembl:CHEMBL416561|chebi:"CHEBI:132915"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C9H13NO6S/c1-9(2)5(8(13)14)10-6(12)4(3-11)7(10)17(9,15)16/h4-5,7,11H,3H2,1-2H3,(H,13,14)/t4-,5+,7-/m1/s1"(inchi id)|unknown:ODGTYAIFNCCEHW-JCGDXUMPSA-N(inchi key)|unknown:"CC1(C)[C@@H](N2[C@@H]([C@H](CO)C2=O)S1(=O)=O)C(=O)O"(smile)|unknown:chembl416561(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Buynak et al (2004)	pubmed:14980686	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL804369	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:100152"|chembl:CHEMBL6311	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C13H17NO6S/c1-7(15)5-4-6-8-10(16)14-9(12(17)18)13(2,3)21(19,20)11(8)14/h4-5,8-9,11H,6H2,1-3H3,(H,17,18)/b5-4+/t8?,9-,11-/m0/s1"(inchi id)|unknown:MVFOBYCNFIYDLC-OKGGOOFDSA-N(inchi key)|unknown:"CC(=O)C=CCC1[C@H]2N([C@@H](C(=O)O)C(C)(C)S2(=O)=O)C1=O"(smile)|unknown:chembl6311(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Sandanayaka et al (2001)	pubmed:11327608	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL811472	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:9321"|chembl:CHEMBL403	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:Sulbactam|unknown:CP-45899|unknown:"InChI=1S/C8H11NO5S/c1-8(2)6(7(11)12)9-4(10)3-5(9)15(8,13)14/h5-6H,3H2,1-2H3,(H,11,12)/t5-,6+/m1/s1"(inchi id)|unknown:FKENQMMABCRJMK-RITPCOANSA-N(inchi key)|unknown:"CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)O"(smile)|unknown:sulbactam(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Sandanayaka et al (2001)	pubmed:11327608	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL811472	chembl:high(ChEMBL given confidence)
chembl:CHEMBL6220|chebi:"CHEBI:100226"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C17H18N4O5S/c1-17(2)13(16(23)24)21-14(22)12(15(21)27(17,25)26)8-10-9-20(19-18-10)11-6-4-3-5-7-11/h3-7,9,12-13,15H,8H2,1-2H3,(H,23,24)/t12-,13+,15-/m1/s1"(inchi id)|unknown:JLLMLHDLOMWYNZ-VNHYZAJKSA-N(inchi key)|unknown:"CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)c4ccccc4)C2=O)S1(=O)=O)C(=O)O"(smile)|unknown:chembl6220(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Sandanayaka et al (2001)	pubmed:11327608	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL811472	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:100207"|chembl:CHEMBL404	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:YTR-830H|unknown:Tazobactam|unknown:CL-298741|unknown:"InChI=1S/C10H12N4O5S/c1-10(5-13-3-2-11-12-13)8(9(16)17)14-6(15)4-7(14)20(10,18)19/h2-3,7-8H,4-5H2,1H3,(H,16,17)/t7-,8+,10+/m1/s1"(inchi id)|unknown:LPQZKKCYTLCDGQ-WEDXCCLWSA-N(inchi key)|unknown:"C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)S1(=O)=O)C(=O)O"(smile)|unknown:ytr830h(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Sandanayaka et al (2001)	pubmed:11327608	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL811472	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:100228"|chembl:CHEMBL6221	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C13H17NO7S/c1-13(2)9(12(17)18)14-10(16)7(11(14)22(13,19)20)5-4-6-8(15)21-3/h4,6-7,9,11H,5H2,1-3H3,(H,17,18)/b6-4+/t7?,9-,11-/m0/s1"(inchi id)|unknown:WHIIGHHQWOXKEP-KWLOKCHISA-N(inchi key)|unknown:"COC(=O)C=CCC1[C@H]2N([C@@H](C(=O)O)C(C)(C)S2(=O)=O)C1=O"(smile)|unknown:chembl6221(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Sandanayaka et al (2001)	pubmed:11327608	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL811472	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:100208"|chembl:CHEMBL6261	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C16H23N5O5S/c1-16(2)12(15(23)24)21-13(22)11(14(21)27(16,25)26)6-10-8-20(19-18-10)7-9-4-3-5-17-9/h8-9,11-12,14,17H,3-7H2,1-2H3,(H,23,24)/t9?,11-,12+,14-/m1/s1"(inchi id)|unknown:ANCXGKPUGCZNAI-OOPHUOBASA-N(inchi key)|unknown:"CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(CC4CCCN4)nn3)C2=O)S1(=O)=O)C(=O)O"(smile)|unknown:chembl6261(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Sandanayaka et al (2001)	pubmed:11327608	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL811472	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:100200"|chembl:CHEMBL6301	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C13H17NO6S/c1-7(15)5-4-6-8-10(16)14-9(12(17)18)13(2,3)21(19,20)11(8)14/h4-5,8-9,11H,6H2,1-3H3,(H,17,18)/b5-4+/t8?,9-,11+/m0/s1"(inchi id)|unknown:MVFOBYCNFIYDLC-RWZNOURBSA-N(inchi key)|unknown:"CC(=O)C=CCC1[C@@H]2N([C@@H](C(=O)O)C(C)(C)S2(=O)=O)C1=O"(smile)|unknown:chembl6301(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Sandanayaka et al (2001)	pubmed:11327608	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL811472	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:100209"|chembl:CHEMBL6281	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C17H18N4O6S/c1-17(2)13(16(24)25)21-14(23)12(15(21)28(17,26)27)7-9-8-20(19-18-9)10-3-5-11(22)6-4-10/h3-6,8,12-13,15,22H,7H2,1-2H3,(H,24,25)/t12-,13+,15-/m1/s1"(inchi id)|unknown:KPAZRDMJBFRIBA-VNHYZAJKSA-N(inchi key)|unknown:"CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)c4ccc(O)cc4)C2=O)S1(=O)=O)C(=O)O"(smile)|unknown:chembl6281(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Sandanayaka et al (2001)	pubmed:11327608	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL811472	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:100201"|chembl:CHEMBL6309	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C13H17NO7S/c1-13(2)9(12(17)18)14-10(16)7(11(14)22(13,19)20)5-4-6-8(15)21-3/h4,6-7,9,11H,5H2,1-3H3,(H,17,18)/b6-4+/t7?,9-,11+/m0/s1"(inchi id)|unknown:WHIIGHHQWOXKEP-ASQRRCTNSA-N(inchi key)|unknown:"COC(=O)C=CCC1[C@@H]2N([C@@H](C(=O)O)C(C)(C)S2(=O)=O)C1=O"(smile)|unknown:chembl6309(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Sandanayaka et al (2001)	pubmed:11327608	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL811472	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:100214"|chembl:CHEMBL6292	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C17H17FN4O5S/c1-17(2)13(16(24)25)22-14(23)12(15(22)28(17,26)27)7-10-8-21(20-19-10)11-5-3-9(18)4-6-11/h3-6,8,12-13,15H,7H2,1-2H3,(H,24,25)/t12-,13+,15-/m1/s1"(inchi id)|unknown:QSGHUBRFRCSOPB-VNHYZAJKSA-N(inchi key)|unknown:"CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)c4ccc(F)cc4)C2=O)S1(=O)=O)C(=O)O"(smile)|unknown:chembl6292(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Sandanayaka et al (2001)	pubmed:11327608	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL811472	chembl:high(ChEMBL given confidence)
chembl:CHEMBL267863|chebi:"CHEBI:100215"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C17H19N5O5S/c1-17(2)13(16(24)25)22-14(23)12(15(22)28(17,26)27)7-10-8-21(20-19-10)11-5-3-9(18)4-6-11/h3-6,8,12-13,15H,7,18H2,1-2H3,(H,24,25)/t12-,13+,15-/m1/s1"(inchi id)|unknown:QEYUTORLTFVDOI-VNHYZAJKSA-N(inchi key)|unknown:"CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)c4ccc(N)cc4)C2=O)S1(=O)=O)C(=O)O"(smile)|unknown:chembl267863(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Sandanayaka et al (2001)	pubmed:11327608	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL811472	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:48947"|chembl:CHEMBL777	uniprotkb:Q6GWS8|chembl:CHEMBL5041	-	uniprotkb:blaTEM-125(gene name)	unknown:Clavulanate|unknown:BRL-14151|unknown:Clavulanic Acid|unknown:"InChI=1S/C8H9NO5/c10-2-1-4-7(8(12)13)9-5(11)3-6(9)14-4/h1,6-7,10H,2-3H2,(H,12,13)/b4-1-/t6-,7-/m1/s1"(inchi id)|unknown:HZZVJAQRINQKSD-PBFISZAISA-N(inchi key)|unknown:"OCC=C1/O[C@@H]2CC(=O)N2[C@H]1C(=O)O"(smile)|unknown:clavulanate(shortLabel)	uniprotkb:Beta-lactamase TEM-125(gene name synonym)|unknown:q6gws8_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Robin et al (2007)	pubmed:17709463	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL962725	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:100207"|chembl:CHEMBL404	uniprotkb:Q6GWS8|chembl:CHEMBL5041	-	uniprotkb:blaTEM-125(gene name)	unknown:YTR-830H|unknown:Tazobactam|unknown:CL-298741|unknown:"InChI=1S/C10H12N4O5S/c1-10(5-13-3-2-11-12-13)8(9(16)17)14-6(15)4-7(14)20(10,18)19/h2-3,7-8H,4-5H2,1H3,(H,16,17)/t7-,8+,10+/m1/s1"(inchi id)|unknown:LPQZKKCYTLCDGQ-WEDXCCLWSA-N(inchi key)|unknown:"C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)S1(=O)=O)C(=O)O"(smile)|unknown:ytr830h(shortLabel)	uniprotkb:Beta-lactamase TEM-125(gene name synonym)|unknown:q6gws8_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Robin et al (2007)	pubmed:17709463	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL962725	chembl:high(ChEMBL given confidence)
